qid,topic,difficulty,model,method,answer_type,original_tokens,used_tokens,cosine_similarity
Binary_Search_Tree-e-019,binary_search_tree,SciNCL,truncation,short_answer,10,10,0.9464,
Binary_Search_Tree-e-019,binary_search_tree,SciNCL,truncation,long_answer,201,201,0.9528,
Binary_Search_Tree-e-020,binary_search_tree,SciNCL,truncation,short_answer,12,12,0.8104,
Binary_Search_Tree-e-020,binary_search_tree,SciNCL,truncation,long_answer,204,204,0.8787,
Dynamic_Programming-e-001,dynamic_programming,SciNCL,truncation,short_answer,10,10,0.9117,
Dynamic_Programming-e-001,dynamic_programming,SciNCL,truncation,long_answer,217,217,0.9125,
Dynamic_Programming-e-002,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9366,
Dynamic_Programming-e-002,dynamic_programming,SciNCL,truncation,long_answer,187,187,0.9055,
Dynamic_Programming-e-003,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9051,
Dynamic_Programming-e-003,dynamic_programming,SciNCL,truncation,long_answer,177,177,0.8983,
Dynamic_Programming-e-004,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9349,
Dynamic_Programming-e-004,dynamic_programming,SciNCL,truncation,long_answer,158,158,0.9162,
Dynamic_Programming-e-009,dynamic_programming,SciNCL,truncation,short_answer,8,8,0.9391,
Dynamic_Programming-e-009,dynamic_programming,SciNCL,truncation,long_answer,179,179,0.9059,
Dynamic_Programming-e-010,dynamic_programming,SciNCL,truncation,short_answer,8,8,0.8883,
Dynamic_Programming-e-010,dynamic_programming,SciNCL,truncation,long_answer,137,137,0.8916,
Dynamic_Programming-e-011,dynamic_programming,SciNCL,truncation,short_answer,11,11,0.9157,
Dynamic_Programming-e-011,dynamic_programming,SciNCL,truncation,long_answer,146,146,0.9014,
Dynamic_Programming-e-012,dynamic_programming,SciNCL,truncation,short_answer,7,7,0.9416,
Dynamic_Programming-e-012,dynamic_programming,SciNCL,truncation,long_answer,122,122,0.9199,
Dynamic_Programming-e-013,dynamic_programming,SciNCL,truncation,short_answer,11,11,0.8641,
Dynamic_Programming-e-013,dynamic_programming,SciNCL,truncation,long_answer,181,181,0.8733,
Dynamic_Programming-e-014,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9065,
Dynamic_Programming-e-014,dynamic_programming,SciNCL,truncation,long_answer,147,147,0.9402,
Dynamic_Programming-e-015,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.8455,
Dynamic_Programming-e-015,dynamic_programming,SciNCL,truncation,long_answer,136,136,0.8943,
Dynamic_Programming-e-016,dynamic_programming,SciNCL,truncation,short_answer,11,11,0.9792,
Dynamic_Programming-e-016,dynamic_programming,SciNCL,truncation,long_answer,131,131,0.8816,
Dynamic_Programming-e-017,dynamic_programming,SciNCL,truncation,short_answer,13,13,0.9573,
Dynamic_Programming-e-017,dynamic_programming,SciNCL,truncation,long_answer,192,192,0.9212,
Dynamic_Programming-e-018,dynamic_programming,SciNCL,truncation,short_answer,10,10,0.9369,
Dynamic_Programming-e-018,dynamic_programming,SciNCL,truncation,long_answer,175,175,0.9273,
Dynamic_Programming-e-019,dynamic_programming,SciNCL,truncation,short_answer,11,11,0.86,
Dynamic_Programming-e-019,dynamic_programming,SciNCL,truncation,long_answer,141,141,0.8914,
Dynamic_Programming-e-020,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9575,
Dynamic_Programming-e-020,dynamic_programming,SciNCL,truncation,long_answer,160,160,0.8781,
Dynamic_Programming-e-001,dynamic_programming,SciNCL,truncation,short_answer,10,10,0.9117,
Dynamic_Programming-e-001,dynamic_programming,SciNCL,truncation,long_answer,217,217,0.9125,
Dynamic_Programming-e-002,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9366,
Dynamic_Programming-e-002,dynamic_programming,SciNCL,truncation,long_answer,187,187,0.9055,
Dynamic_Programming-e-003,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9051,
Dynamic_Programming-e-003,dynamic_programming,SciNCL,truncation,long_answer,177,177,0.8983,
Dynamic_Programming-e-004,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9349,
Dynamic_Programming-e-004,dynamic_programming,SciNCL,truncation,long_answer,158,158,0.9162,
Dynamic_Programming-e-009,dynamic_programming,SciNCL,truncation,short_answer,8,8,0.9391,
Dynamic_Programming-e-009,dynamic_programming,SciNCL,truncation,long_answer,179,179,0.9059,
Dynamic_Programming-e-010,dynamic_programming,SciNCL,truncation,short_answer,8,8,0.8883,
Dynamic_Programming-e-010,dynamic_programming,SciNCL,truncation,long_answer,137,137,0.8916,
Dynamic_Programming-e-011,dynamic_programming,SciNCL,truncation,short_answer,11,11,0.9157,
Dynamic_Programming-e-011,dynamic_programming,SciNCL,truncation,long_answer,146,146,0.9014,
Dynamic_Programming-e-012,dynamic_programming,SciNCL,truncation,short_answer,7,7,0.9416,
Dynamic_Programming-e-012,dynamic_programming,SciNCL,truncation,long_answer,122,122,0.9199,
Dynamic_Programming-e-013,dynamic_programming,SciNCL,truncation,short_answer,11,11,0.8641,
Dynamic_Programming-e-013,dynamic_programming,SciNCL,truncation,long_answer,181,181,0.8733,
Dynamic_Programming-e-014,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9065,
Dynamic_Programming-e-014,dynamic_programming,SciNCL,truncation,long_answer,147,147,0.9402,
Dynamic_Programming-e-015,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.8455,
Dynamic_Programming-e-015,dynamic_programming,SciNCL,truncation,long_answer,136,136,0.8943,
Dynamic_Programming-e-016,dynamic_programming,SciNCL,truncation,short_answer,11,11,0.9792,
Dynamic_Programming-e-016,dynamic_programming,SciNCL,truncation,long_answer,131,131,0.8816,
Dynamic_Programming-e-017,dynamic_programming,SciNCL,truncation,short_answer,13,13,0.9573,
Dynamic_Programming-e-017,dynamic_programming,SciNCL,truncation,long_answer,192,192,0.9212,
Dynamic_Programming-e-018,dynamic_programming,SciNCL,truncation,short_answer,10,10,0.9369,
Dynamic_Programming-e-018,dynamic_programming,SciNCL,truncation,long_answer,175,175,0.9273,
Dynamic_Programming-e-019,dynamic_programming,SciNCL,truncation,short_answer,11,11,0.86,
Dynamic_Programming-e-019,dynamic_programming,SciNCL,truncation,long_answer,141,141,0.8914,
Dynamic_Programming-e-020,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9575,
Dynamic_Programming-e-020,dynamic_programming,SciNCL,truncation,long_answer,160,160,0.8781,
Dynamic_Programming-e-001,dynamic_programming,SciNCL,truncation,short_answer,10,10,0.9117,
Dynamic_Programming-e-001,dynamic_programming,SciNCL,truncation,long_answer,217,217,0.9125,
Dynamic_Programming-e-002,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9366,
Dynamic_Programming-e-002,dynamic_programming,SciNCL,truncation,long_answer,187,187,0.9055,
Dynamic_Programming-e-003,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9051,
Dynamic_Programming-e-003,dynamic_programming,SciNCL,truncation,long_answer,177,177,0.8983,
Dynamic_Programming-e-004,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9349,
Dynamic_Programming-e-004,dynamic_programming,SciNCL,truncation,long_answer,158,158,0.9162,
Dynamic_Programming-e-009,dynamic_programming,SciNCL,truncation,short_answer,8,8,0.9391,
Dynamic_Programming-e-009,dynamic_programming,SciNCL,truncation,long_answer,179,179,0.9059,
Dynamic_Programming-e-010,dynamic_programming,SciNCL,truncation,short_answer,8,8,0.8883,
Dynamic_Programming-e-010,dynamic_programming,SciNCL,truncation,long_answer,137,137,0.8916,
Dynamic_Programming-e-011,dynamic_programming,SciNCL,truncation,short_answer,11,11,0.9157,
Dynamic_Programming-e-011,dynamic_programming,SciNCL,truncation,long_answer,146,146,0.9014,
Dynamic_Programming-e-012,dynamic_programming,SciNCL,truncation,short_answer,7,7,0.9416,
Dynamic_Programming-e-012,dynamic_programming,SciNCL,truncation,long_answer,122,122,0.9199,
Dynamic_Programming-e-013,dynamic_programming,SciNCL,truncation,short_answer,11,11,0.8641,
Dynamic_Programming-e-013,dynamic_programming,SciNCL,truncation,long_answer,181,181,0.8733,
Dynamic_Programming-e-014,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9065,
Dynamic_Programming-e-014,dynamic_programming,SciNCL,truncation,long_answer,147,147,0.9402,
Dynamic_Programming-e-015,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.8455,
Dynamic_Programming-e-015,dynamic_programming,SciNCL,truncation,long_answer,136,136,0.8943,
Dynamic_Programming-e-016,dynamic_programming,SciNCL,truncation,short_answer,11,11,0.9792,
Dynamic_Programming-e-016,dynamic_programming,SciNCL,truncation,long_answer,131,131,0.8816,
Dynamic_Programming-e-017,dynamic_programming,SciNCL,truncation,short_answer,13,13,0.9573,
Dynamic_Programming-e-017,dynamic_programming,SciNCL,truncation,long_answer,192,192,0.9212,
Dynamic_Programming-e-018,dynamic_programming,SciNCL,truncation,short_answer,10,10,0.9369,
Dynamic_Programming-e-018,dynamic_programming,SciNCL,truncation,long_answer,175,175,0.9273,
Dynamic_Programming-e-019,dynamic_programming,SciNCL,truncation,short_answer,11,11,0.86,
Dynamic_Programming-e-019,dynamic_programming,SciNCL,truncation,long_answer,141,141,0.8914,
Dynamic_Programming-e-020,dynamic_programming,SciNCL,truncation,short_answer,9,9,0.9575,
Dynamic_Programming-e-020,dynamic_programming,SciNCL,truncation,long_answer,160,160,0.8781,
Graphs-e-001,graphs,SciNCL,truncation,short_answer,8,8,0.9339,
Graphs-e-001,graphs,SciNCL,truncation,long_answer,230,230,0.943,
Graphs-e-002,graphs,SciNCL,truncation,short_answer,9,9,0.9612,
Graphs-e-002,graphs,SciNCL,truncation,long_answer,213,213,0.9057,
Graphs-e-003,graphs,SciNCL,truncation,short_answer,9,9,0.9471,
Graphs-e-003,graphs,SciNCL,truncation,long_answer,176,176,0.9314,
Graphs-e-004,graphs,SciNCL,truncation,short_answer,5,5,0.9394,
Graphs-e-004,graphs,SciNCL,truncation,long_answer,167,167,0.9044,
Graphs-e-005,graphs,SciNCL,truncation,short_answer,6,6,0.9513,
Graphs-e-005,graphs,SciNCL,truncation,long_answer,195,195,0.9116,
Graphs-e-006,graphs,SciNCL,truncation,short_answer,7,7,0.9364,
Graphs-e-006,graphs,SciNCL,truncation,long_answer,151,151,0.9398,
Graphs-e-007,graphs,SciNCL,truncation,short_answer,8,8,0.959,
Graphs-e-007,graphs,SciNCL,truncation,long_answer,157,157,0.9519,
Graphs-e-008,graphs,SciNCL,truncation,short_answer,8,8,0.9453,
Graphs-e-008,graphs,SciNCL,truncation,long_answer,160,160,0.8863,
Graphs-e-009,graphs,SciNCL,truncation,short_answer,9,9,0.9603,
Graphs-e-009,graphs,SciNCL,truncation,long_answer,160,160,0.8811,
Graphs-e-010,graphs,SciNCL,truncation,short_answer,7,7,0.9675,
Graphs-e-010,graphs,SciNCL,truncation,long_answer,147,147,0.8991,
Graphs-e-011,graphs,SciNCL,truncation,short_answer,8,8,0.9747,
Graphs-e-011,graphs,SciNCL,truncation,long_answer,134,134,0.9409,
Graphs-e-012,graphs,SciNCL,truncation,short_answer,7,7,0.9688,
Graphs-e-012,graphs,SciNCL,truncation,long_answer,123,123,0.8987,
Graphs-e-013,graphs,SciNCL,truncation,short_answer,6,6,0.9239,
Graphs-e-013,graphs,SciNCL,truncation,long_answer,164,164,0.9274,
Graphs-e-014,graphs,SciNCL,truncation,short_answer,8,8,0.9263,
Graphs-e-014,graphs,SciNCL,truncation,long_answer,122,122,0.9339,
Graphs-e-015,graphs,SciNCL,truncation,short_answer,6,6,0.9069,
Graphs-e-015,graphs,SciNCL,truncation,long_answer,130,130,0.9281,
Graphs-e-016,graphs,SciNCL,truncation,short_answer,7,7,0.9631,
Graphs-e-016,graphs,SciNCL,truncation,long_answer,114,114,0.9235,
Graphs-e-017,graphs,SciNCL,truncation,short_answer,8,8,0.9582,
Graphs-e-017,graphs,SciNCL,truncation,long_answer,120,120,0.9258,
Graphs-e-018,graphs,SciNCL,truncation,short_answer,6,6,0.9421,
Graphs-e-018,graphs,SciNCL,truncation,long_answer,111,111,0.9365,
Graphs-e-019,graphs,SciNCL,truncation,short_answer,8,8,0.9351,
Graphs-e-019,graphs,SciNCL,truncation,long_answer,99,99,0.9192,
Graphs-e-020,graphs,SciNCL,truncation,short_answer,8,8,0.9767,
Graphs-e-020,graphs,SciNCL,truncation,long_answer,100,100,0.8878,
Graphs-e-001,graphs,SciNCL,truncation,short_answer,8,8,0.9339,
Graphs-e-001,graphs,SciNCL,truncation,long_answer,230,230,0.943,
Graphs-e-002,graphs,SciNCL,truncation,short_answer,9,9,0.9612,
Graphs-e-002,graphs,SciNCL,truncation,long_answer,213,213,0.9057,
Graphs-e-003,graphs,SciNCL,truncation,short_answer,9,9,0.9471,
Graphs-e-003,graphs,SciNCL,truncation,long_answer,176,176,0.9314,
Graphs-e-004,graphs,SciNCL,truncation,short_answer,5,5,0.9394,
Graphs-e-004,graphs,SciNCL,truncation,long_answer,167,167,0.9044,
Graphs-e-005,graphs,SciNCL,truncation,short_answer,6,6,0.9513,
Graphs-e-005,graphs,SciNCL,truncation,long_answer,195,195,0.9116,
Graphs-e-006,graphs,SciNCL,truncation,short_answer,7,7,0.9364,
Graphs-e-006,graphs,SciNCL,truncation,long_answer,151,151,0.9398,
Graphs-e-007,graphs,SciNCL,truncation,short_answer,8,8,0.959,
Graphs-e-007,graphs,SciNCL,truncation,long_answer,157,157,0.9519,
Graphs-e-008,graphs,SciNCL,truncation,short_answer,8,8,0.9453,
Graphs-e-008,graphs,SciNCL,truncation,long_answer,160,160,0.8863,
Graphs-e-009,graphs,SciNCL,truncation,short_answer,9,9,0.9603,
Graphs-e-009,graphs,SciNCL,truncation,long_answer,160,160,0.8811,
Graphs-e-010,graphs,SciNCL,truncation,short_answer,7,7,0.9675,
Graphs-e-010,graphs,SciNCL,truncation,long_answer,147,147,0.8991,
Graphs-e-011,graphs,SciNCL,truncation,short_answer,8,8,0.9747,
Graphs-e-011,graphs,SciNCL,truncation,long_answer,134,134,0.9409,
Graphs-e-012,graphs,SciNCL,truncation,short_answer,7,7,0.9688,
Graphs-e-012,graphs,SciNCL,truncation,long_answer,123,123,0.8987,
Graphs-e-013,graphs,SciNCL,truncation,short_answer,6,6,0.9239,
Graphs-e-013,graphs,SciNCL,truncation,long_answer,164,164,0.9274,
Graphs-e-014,graphs,SciNCL,truncation,short_answer,8,8,0.9263,
Graphs-e-014,graphs,SciNCL,truncation,long_answer,122,122,0.9339,
Graphs-e-015,graphs,SciNCL,truncation,short_answer,6,6,0.9069,
Graphs-e-015,graphs,SciNCL,truncation,long_answer,130,130,0.9281,
Graphs-e-016,graphs,SciNCL,truncation,short_answer,7,7,0.9631,
Graphs-e-016,graphs,SciNCL,truncation,long_answer,114,114,0.9235,
Graphs-e-017,graphs,SciNCL,truncation,short_answer,8,8,0.9582,
Graphs-e-017,graphs,SciNCL,truncation,long_answer,120,120,0.9258,
Graphs-e-018,graphs,SciNCL,truncation,short_answer,6,6,0.9421,
Graphs-e-018,graphs,SciNCL,truncation,long_answer,111,111,0.9365,
Graphs-e-019,graphs,SciNCL,truncation,short_answer,8,8,0.9351,
Graphs-e-019,graphs,SciNCL,truncation,long_answer,99,99,0.9192,
Graphs-e-020,graphs,SciNCL,truncation,short_answer,8,8,0.9767,
Graphs-e-020,graphs,SciNCL,truncation,long_answer,100,100,0.8878,
Graphs-e-001,graphs,SciNCL,truncation,short_answer,8,8,0.9339,
Graphs-e-001,graphs,SciNCL,truncation,long_answer,230,230,0.943,
Graphs-e-002,graphs,SciNCL,truncation,short_answer,9,9,0.9612,
Graphs-e-002,graphs,SciNCL,truncation,long_answer,213,213,0.9057,
Graphs-e-003,graphs,SciNCL,truncation,short_answer,9,9,0.9471,
Graphs-e-003,graphs,SciNCL,truncation,long_answer,176,176,0.9314,
Graphs-e-004,graphs,SciNCL,truncation,short_answer,5,5,0.9394,
Graphs-e-004,graphs,SciNCL,truncation,long_answer,167,167,0.9044,
Graphs-e-005,graphs,SciNCL,truncation,short_answer,6,6,0.9513,
Graphs-e-005,graphs,SciNCL,truncation,long_answer,195,195,0.9116,
Graphs-e-006,graphs,SciNCL,truncation,short_answer,7,7,0.9364,
Graphs-e-006,graphs,SciNCL,truncation,long_answer,151,151,0.9398,
Graphs-e-007,graphs,SciNCL,truncation,short_answer,8,8,0.959,
Graphs-e-007,graphs,SciNCL,truncation,long_answer,157,157,0.9519,
Graphs-e-008,graphs,SciNCL,truncation,short_answer,8,8,0.9453,
Graphs-e-008,graphs,SciNCL,truncation,long_answer,160,160,0.8863,
Graphs-e-009,graphs,SciNCL,truncation,short_answer,9,9,0.9603,
Graphs-e-009,graphs,SciNCL,truncation,long_answer,160,160,0.8811,
Graphs-e-010,graphs,SciNCL,truncation,short_answer,7,7,0.9675,
Graphs-e-010,graphs,SciNCL,truncation,long_answer,147,147,0.8991,
Graphs-e-011,graphs,SciNCL,truncation,short_answer,8,8,0.9747,
Graphs-e-011,graphs,SciNCL,truncation,long_answer,134,134,0.9409,
Graphs-e-012,graphs,SciNCL,truncation,short_answer,7,7,0.9688,
Graphs-e-012,graphs,SciNCL,truncation,long_answer,123,123,0.8987,
Graphs-e-013,graphs,SciNCL,truncation,short_answer,6,6,0.9239,
Graphs-e-013,graphs,SciNCL,truncation,long_answer,164,164,0.9274,
Graphs-e-014,graphs,SciNCL,truncation,short_answer,8,8,0.9263,
Graphs-e-014,graphs,SciNCL,truncation,long_answer,122,122,0.9339,
Graphs-e-015,graphs,SciNCL,truncation,short_answer,6,6,0.9069,
Graphs-e-015,graphs,SciNCL,truncation,long_answer,130,130,0.9281,
Graphs-e-016,graphs,SciNCL,truncation,short_answer,7,7,0.9631,
Graphs-e-016,graphs,SciNCL,truncation,long_answer,114,114,0.9235,
Graphs-e-017,graphs,SciNCL,truncation,short_answer,8,8,0.9582,
Graphs-e-017,graphs,SciNCL,truncation,long_answer,120,120,0.9258,
Graphs-e-018,graphs,SciNCL,truncation,short_answer,6,6,0.9421,
Graphs-e-018,graphs,SciNCL,truncation,long_answer,111,111,0.9365,
Graphs-e-019,graphs,SciNCL,truncation,short_answer,8,8,0.9351,
Graphs-e-019,graphs,SciNCL,truncation,long_answer,99,99,0.9192,
Graphs-e-020,graphs,SciNCL,truncation,short_answer,8,8,0.9767,
Graphs-e-020,graphs,SciNCL,truncation,long_answer,100,100,0.8878,
greedy_algorithm-e-001,greedy_algorithm,SciNCL,truncation,short_answer,9,9,0.9545,
greedy_algorithm-e-001,greedy_algorithm,SciNCL,truncation,long_answer,219,219,0.8877,
greedy_algorithm-e-002,greedy_algorithm,SciNCL,truncation,short_answer,8,8,0.8611,
greedy_algorithm-e-002,greedy_algorithm,SciNCL,truncation,long_answer,162,162,0.8937,
greedy_algorithm-e-003,greedy_algorithm,SciNCL,truncation,short_answer,8,8,0.9325,
greedy_algorithm-e-003,greedy_algorithm,SciNCL,truncation,long_answer,161,161,0.8713,
greedy_algorithm-e-004,greedy_algorithm,SciNCL,truncation,short_answer,6,6,0.9314,
greedy_algorithm-e-004,greedy_algorithm,SciNCL,truncation,long_answer,138,138,0.8982,
greedy_algorithm-e-005,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.9681,
greedy_algorithm-e-005,greedy_algorithm,SciNCL,truncation,long_answer,153,153,0.9067,
greedy_algorithm-e-006,greedy_algorithm,SciNCL,truncation,short_answer,6,6,0.9428,
greedy_algorithm-e-006,greedy_algorithm,SciNCL,truncation,long_answer,132,132,0.9135,
greedy_algorithm-e-007,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.9375,
greedy_algorithm-e-007,greedy_algorithm,SciNCL,truncation,long_answer,130,130,0.9013,
greedy_algorithm-e-008,greedy_algorithm,SciNCL,truncation,short_answer,9,9,0.8988,
greedy_algorithm-e-008,greedy_algorithm,SciNCL,truncation,long_answer,109,109,0.8845,
greedy_algorithm-e-009,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.9137,
greedy_algorithm-e-009,greedy_algorithm,SciNCL,truncation,long_answer,152,152,0.8877,
greedy_algorithm-e-010,greedy_algorithm,SciNCL,truncation,short_answer,9,9,0.8955,
greedy_algorithm-e-010,greedy_algorithm,SciNCL,truncation,long_answer,130,130,0.8788,
greedy_algorithm-e-011,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.8914,
greedy_algorithm-e-011,greedy_algorithm,SciNCL,truncation,long_answer,135,135,0.9151,
greedy_algorithm-e-012,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.9059,
greedy_algorithm-e-012,greedy_algorithm,SciNCL,truncation,long_answer,119,119,0.8649,
greedy_algorithm-e-013,greedy_algorithm,SciNCL,truncation,short_answer,8,8,0.9637,
greedy_algorithm-e-013,greedy_algorithm,SciNCL,truncation,long_answer,196,196,0.9296,
greedy_algorithm-e-014,greedy_algorithm,SciNCL,truncation,short_answer,8,8,0.8665,
greedy_algorithm-e-014,greedy_algorithm,SciNCL,truncation,long_answer,153,153,0.8519,
greedy_algorithm-e-015,greedy_algorithm,SciNCL,truncation,short_answer,8,8,0.8873,
greedy_algorithm-e-015,greedy_algorithm,SciNCL,truncation,long_answer,148,148,0.8997,
greedy_algorithm-e-016,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.9152,
greedy_algorithm-e-016,greedy_algorithm,SciNCL,truncation,long_answer,146,146,0.9064,
greedy_algorithm-e-017,greedy_algorithm,SciNCL,truncation,short_answer,9,9,0.8973,
greedy_algorithm-e-017,greedy_algorithm,SciNCL,truncation,long_answer,171,171,0.884,
greedy_algorithm-e-018,greedy_algorithm,SciNCL,truncation,short_answer,10,10,0.9376,
greedy_algorithm-e-018,greedy_algorithm,SciNCL,truncation,long_answer,134,134,0.8822,
greedy_algorithm-e-019,greedy_algorithm,SciNCL,truncation,short_answer,9,9,0.945,
greedy_algorithm-e-019,greedy_algorithm,SciNCL,truncation,long_answer,140,140,0.9365,
greedy_algorithm-e-020,greedy_algorithm,SciNCL,truncation,short_answer,6,6,0.8765,
greedy_algorithm-e-020,greedy_algorithm,SciNCL,truncation,long_answer,129,129,0.9259,
greedy_algorithm-e-001,greedy_algorithm,SciNCL,truncation,short_answer,9,9,0.9545,
greedy_algorithm-e-001,greedy_algorithm,SciNCL,truncation,long_answer,219,219,0.8877,
greedy_algorithm-e-002,greedy_algorithm,SciNCL,truncation,short_answer,8,8,0.8611,
greedy_algorithm-e-002,greedy_algorithm,SciNCL,truncation,long_answer,162,162,0.8937,
greedy_algorithm-e-003,greedy_algorithm,SciNCL,truncation,short_answer,8,8,0.9325,
greedy_algorithm-e-003,greedy_algorithm,SciNCL,truncation,long_answer,161,161,0.8713,
greedy_algorithm-e-004,greedy_algorithm,SciNCL,truncation,short_answer,6,6,0.9314,
greedy_algorithm-e-004,greedy_algorithm,SciNCL,truncation,long_answer,138,138,0.8982,
greedy_algorithm-e-005,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.9681,
greedy_algorithm-e-005,greedy_algorithm,SciNCL,truncation,long_answer,153,153,0.9067,
greedy_algorithm-e-006,greedy_algorithm,SciNCL,truncation,short_answer,6,6,0.9428,
greedy_algorithm-e-006,greedy_algorithm,SciNCL,truncation,long_answer,132,132,0.9135,
greedy_algorithm-e-007,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.9375,
greedy_algorithm-e-007,greedy_algorithm,SciNCL,truncation,long_answer,130,130,0.9013,
greedy_algorithm-e-008,greedy_algorithm,SciNCL,truncation,short_answer,9,9,0.8988,
greedy_algorithm-e-008,greedy_algorithm,SciNCL,truncation,long_answer,109,109,0.8845,
greedy_algorithm-e-009,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.9137,
greedy_algorithm-e-009,greedy_algorithm,SciNCL,truncation,long_answer,152,152,0.8877,
greedy_algorithm-e-010,greedy_algorithm,SciNCL,truncation,short_answer,9,9,0.8955,
greedy_algorithm-e-010,greedy_algorithm,SciNCL,truncation,long_answer,130,130,0.8788,
greedy_algorithm-e-011,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.8914,
greedy_algorithm-e-011,greedy_algorithm,SciNCL,truncation,long_answer,135,135,0.9151,
greedy_algorithm-e-012,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.9059,
greedy_algorithm-e-012,greedy_algorithm,SciNCL,truncation,long_answer,119,119,0.8649,
greedy_algorithm-e-013,greedy_algorithm,SciNCL,truncation,short_answer,8,8,0.9637,
greedy_algorithm-e-013,greedy_algorithm,SciNCL,truncation,long_answer,196,196,0.9296,
greedy_algorithm-e-014,greedy_algorithm,SciNCL,truncation,short_answer,8,8,0.8665,
greedy_algorithm-e-014,greedy_algorithm,SciNCL,truncation,long_answer,153,153,0.8519,
greedy_algorithm-e-015,greedy_algorithm,SciNCL,truncation,short_answer,8,8,0.8873,
greedy_algorithm-e-015,greedy_algorithm,SciNCL,truncation,long_answer,148,148,0.8997,
greedy_algorithm-e-016,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.9152,
greedy_algorithm-e-016,greedy_algorithm,SciNCL,truncation,long_answer,146,146,0.9064,
greedy_algorithm-e-017,greedy_algorithm,SciNCL,truncation,short_answer,9,9,0.8973,
greedy_algorithm-e-017,greedy_algorithm,SciNCL,truncation,long_answer,171,171,0.884,
greedy_algorithm-e-018,greedy_algorithm,SciNCL,truncation,short_answer,10,10,0.9376,
greedy_algorithm-e-018,greedy_algorithm,SciNCL,truncation,long_answer,134,134,0.8822,
greedy_algorithm-e-019,greedy_algorithm,SciNCL,truncation,short_answer,9,9,0.945,
greedy_algorithm-e-019,greedy_algorithm,SciNCL,truncation,long_answer,140,140,0.9365,
greedy_algorithm-e-020,greedy_algorithm,SciNCL,truncation,short_answer,6,6,0.8765,
greedy_algorithm-e-020,greedy_algorithm,SciNCL,truncation,long_answer,129,129,0.9259,
greedy_algorithm-e-001,greedy_algorithm,SciNCL,truncation,short_answer,9,9,0.9545,
greedy_algorithm-e-001,greedy_algorithm,SciNCL,truncation,long_answer,219,219,0.8877,
greedy_algorithm-e-002,greedy_algorithm,SciNCL,truncation,short_answer,8,8,0.8611,
greedy_algorithm-e-002,greedy_algorithm,SciNCL,truncation,long_answer,162,162,0.8937,
greedy_algorithm-e-003,greedy_algorithm,SciNCL,truncation,short_answer,8,8,0.9325,
greedy_algorithm-e-003,greedy_algorithm,SciNCL,truncation,long_answer,161,161,0.8713,
greedy_algorithm-e-004,greedy_algorithm,SciNCL,truncation,short_answer,6,6,0.9314,
greedy_algorithm-e-004,greedy_algorithm,SciNCL,truncation,long_answer,138,138,0.8982,
greedy_algorithm-e-005,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.9681,
greedy_algorithm-e-005,greedy_algorithm,SciNCL,truncation,long_answer,153,153,0.9067,
greedy_algorithm-e-006,greedy_algorithm,SciNCL,truncation,short_answer,6,6,0.9428,
greedy_algorithm-e-006,greedy_algorithm,SciNCL,truncation,long_answer,132,132,0.9135,
greedy_algorithm-e-007,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.9375,
greedy_algorithm-e-007,greedy_algorithm,SciNCL,truncation,long_answer,130,130,0.9013,
greedy_algorithm-e-008,greedy_algorithm,SciNCL,truncation,short_answer,9,9,0.8988,
greedy_algorithm-e-008,greedy_algorithm,SciNCL,truncation,long_answer,109,109,0.8845,
greedy_algorithm-e-009,greedy_algorithm,SciNCL,truncation,short_answer,7,7,0.9137,
greedy_algorithm-e-009,greedy_algorithm,SciNCL,truncation,long_answer,152,152,0.8877,
greedy_algorithm-e-010,greedy_algorithm,SciNCL,truncation,short_answer,9,9,0.8955,
greedy_algorithm-e-010,greedy_algorithm,SciNCL,truncation,long_answer,130,130,0.8788,
